Geographic Location,city_lat,city_lon,ann_rain_inch,ann_snow_inch,min_jan,min_feb,min_mar,min_apr,min_may,min_jun,min_jul,min_aug,min_sep,min_oct,min_nov,min_dec,max_jan,max_feb,max_mar,max_apr,max_may,max_jun,max_jul,max_aug,max_sep,max_oct,max_nov,max_dec
"Wellington, OH",41.1689421,-82.2179354,37.2,3.79,17.4,19.3,27.2,37.4,47.5,57.0,61.1,59.0,51.4,40.7,32.8,22.7,33.2,36.5,45.9,59.3,69.7,79.0,82.7,81.0,74.4,62.6,49.9,37.2
"Henderson, KY",37.76721,-87.5573742,45.12,1.28,27.3,30.4,38.9,48.1,57.6,66.7,70.5,69.2,61.4,49.9,40.7,30.4,44.4,50.4,60.9,72.4,80.8,88.9,91.5,91.4,85.3,74.1,60.3,47.5
"Colquitt, GA",31.1803601,-83.7696152,52.07,0.0,39.5,42.8,47.9,53.6,62.1,69.1,71.7,71.4,66.7,57.3,48.5,41.8,61.3,64.9,71.5,78.1,84.7,89.4,91.3,90.2,86.4,79.0,70.7,63.2
"Pine Mountain, GA",32.8648522,-84.8540982,49.62,0.07,4.9,7.0,16.4,27.6,39.1,48.7,53.7,52.4,44.6,33.2,23.4,10.5,23.1,27.6,38.5,53.5,66.3,75.3,79.3,77.3,68.0,54.8,39.3,27.2
"Eureka, CA",40.8020712,-124.1636729,40.33,0.05,41.1,41.7,42.6,44.1,47.5,50.1,52.0,52.8,50.4,47.1,43.5,40.6,55.6,56.1,56.7,57.7,60.1,62.2,63.4,64.3,63.7,61.7,58.0,55.0
"Lafayette, CA",37.8857582,-122.1180201,26.74,0.0,41.0,43.8,46.4,48.9,52.9,56.4,57.9,58.5,57.0,52.6,45.8,40.9,56.8,62.1,66.5,71.5,77.3,83.4,88.0,87.3,85.3,77.0,65.2,56.8
"Estero, FL",26.4381474,-81.8067537,55.93,0.0,52.3,55.3,56.6,62.1,66.1,71.5,74.5,74.5,74.1,69.0,61.6,55.6,73.8,76.7,80.2,84.2,89.0,90.8,91.9,91.6,89.8,86.4,80.6,76.0
"Snohomish, WA",47.9180275,-122.0899646,47.27,0.24,34.4,34.1,37.2,41.0,46.1,51.1,54.4,54.0,48.6,42.4,37.6,33.2,48.0,50.7,54.9,59.7,65.2,69.9,74.6,75.5,70.0,60.7,52.1,46.0
"Galveston, TX",29.299328,-94.7945882,50.76,0.02,45.1,47.3,54.1,62.0,70.6,76.1,77.9,77.8,73.3,66.1,56.5,47.3,61.0,63.1,68.6,74.7,81.7,87.1,89.2,89.8,86.5,79.7,71.3,64.1
"Kilgore, TX",32.3860733,-94.8758518,48.09,0.05,35.7,38.8,46.2,53.3,62.3,69.5,73.5,71.5,64.5,54.1,45.1,37.4,57.3,61.7,69.1,76.3,83.6,89.8,93.4,94.0,87.7,78.0,67.5,58.5
"Harlingen, TX",26.1908241,-97.6959794,24.07,0.03,49.8,52.7,58.0,64.3,70.7,74.6,75.3,75.3,72.2,65.5,58.0,50.8,69.6,73.4,79.2,84.3,89.1,93.5,94.7,95.6,91.3,85.8,78.6,70.8
"Petersburg, VA",37.227928,-77.4019268,46.28,1.1,27.4,28.9,35.9,44.9,54.6,63.7,68.5,66.7,59.4,47.2,38.0,29.5,48.2,52.8,60.8,70.9,78.4,86.3,89.8,88.2,81.7,71.4,62.5,52.4
"Roseland, VA",37.7476406,-78.9758579,52.78,1.16,24.9,27.0,32.9,42.0,51.0,60.4,65.0,63.5,56.0,43.9,35.1,27.5,47.3,51.1,59.4,69.5,76.2,83.8,87.2,86.0,79.6,70.6,61.2,49.7
"Union City, TN",36.4242303,-89.0570096,52.81,1.23,26.1,29.3,37.4,46.4,56.5,65.1,68.3,65.6,57.4,45.5,37.4,28.8,44.0,49.0,58.7,69.1,77.9,86.0,89.0,88.8,82.4,71.5,59.2,47.0
"Blythe, GA",33.304626,-82.20666697329841,44.62,0.0,32.8,35.9,42.0,48.1,57.3,66.2,69.8,69.3,62.6,51.0,41.4,34.5,57.9,62.3,69.9,77.3,85.0,91.0,93.4,91.8,86.7,77.7,69.1,60.0
"Pacolet, SC",34.8990182,-81.7617679,47.31,0.04,29.4,32.2,37.9,44.9,54.0,63.0,67.1,66.6,59.4,47.1,37.7,31.2,54.6,59.1,67.1,75.8,82.1,88.4,91.3,89.6,84.0,75.0,65.5,55.9
"East Cleveland, OH",41.5331066,-81.5790137,34.48,10.99,23.4,26.1,31.3,42.3,53.5,62.5,67.8,67.2,59.6,48.8,39.6,29.2,35.1,38.0,46.2,57.4,67.7,78.0,82.1,79.7,73.4,62.5,51.4,39.4
"Haughton, LA",32.5326514,-93.5040627,55.41,0.06,34.8,38.4,45.3,52.8,62.7,69.9,72.8,71.5,64.1,53.0,44.7,36.6,56.7,60.7,68.4,76.7,84.2,90.3,93.4,94.2,88.8,78.8,67.8,58.3
"Magnolia, AR",33.2670725,-93.2393341,52.66,0.13,31.6,34.8,42.3,50.0,59.6,67.0,70.3,69.1,62.3,51.0,41.9,33.6,54.2,58.5,67.0,74.6,81.4,88.0,91.8,92.8,86.1,76.2,65.3,55.8
"Loreauville, LA",30.0565906,-91.7370595,60.43,0.0,41.9,45.2,51.3,57.9,66.1,72.0,73.6,73.1,68.4,58.7,50.3,43.9,61.8,64.9,71.6,78.2,84.8,89.3,90.9,91.3,87.8,80.3,72.0,64.1
"Pembroke, MA",42.0714907,-70.8092074,52.3,5.54,20.5,23.3,29.7,39.1,48.4,57.9,63.6,62.5,54.5,43.9,35.9,26.2,39.0,41.6,49.4,59.2,69.5,79.3,85.1,82.5,74.7,64.6,53.6,43.0
"Marblehead, MA",42.500096,-70.8578253,47.39,5.54,20.3,22.9,29.0,38.1,47.3,56.9,62.5,61.7,54.7,44.3,36.2,26.1,35.5,38.6,44.6,55.0,65.3,74.7,80.1,79.0,71.8,61.0,51.1,40.7
"Cohasset, MA",42.2419023,-70.8044436,49.44,3.68,16.3,19.3,26.5,36.3,45.8,55.2,60.7,59.4,51.1,39.7,31.7,22.2,34.4,38.0,46.3,58.1,68.7,77.0,82.1,80.7,72.7,61.3,50.8,39.6
"Manalapan, NJ",40.2852895,-74.333495,49.11,2.21,22.4,24.4,31.2,41.7,50.4,60.2,65.9,63.8,56.0,43.7,36.5,27.5,40.0,43.2,51.0,62.1,71.5,80.6,85.3,83.8,76.7,65.9,56.1,44.8
"Mayfield, OH",41.541872,-81.439452,34.48,10.99,16.5,19.0,27.1,37.4,46.5,55.5,59.3,58.3,51.1,40.4,31.6,21.1,33.2,37.3,47.5,60.7,70.6,79.2,82.3,80.9,74.2,62.1,49.9,36.9
"North Bellmore, NY",40.6914882,-73.5336396,46.57,0.0,26.0,27.6,33.5,41.9,51.0,60.9,66.6,66.3,58.9,48.2,39.6,30.9,39.0,40.9,47.7,57.5,67.2,77.3,82.0,81.7,74.8,64.3,54.3,43.9
"Roanoke Rapids, NC",36.4610756,-77.6548026,46.86,0.26,29.6,32.0,38.0,46.5,55.7,65.4,69.5,67.9,60.7,49.1,40.5,32.8,48.6,51.9,59.5,69.8,77.5,85.5,89.3,87.5,81.3,71.6,62.3,52.1
"Westerly, RI",41.3775996,-71.8272911,49.68,3.13,20.9,23.7,28.9,38.3,47.1,57.2,62.4,61.7,53.8,43.0,35.4,26.8,37.3,39.8,45.7,54.9,65.2,73.8,79.4,78.6,72.4,61.8,52.7,42.5
"Clifton Park, NY",42.8656325,-73.7709535,51.73,4.73,10.4,11.6,21.2,33.4,42.8,51.1,55.4,54.2,46.9,35.4,28.0,16.8,29.4,33.0,41.1,54.5,66.5,74.5,78.4,77.5,70.3,58.6,46.7,34.6
"Bay Village, OH",41.4849875,-81.920832,39.5,3.79,21.7,23.6,30.2,40.4,50.1,59.8,64.3,63.1,56.0,45.4,36.9,26.4,34.4,37.5,46.6,59.1,69.5,78.6,82.6,80.8,73.9,62.3,50.8,38.3
"Englewood Cliffs, NJ",40.8853773,-73.9523597,50.04,4.53,23.1,25.3,33.2,43.1,53.0,63.0,67.9,67.4,59.0,47.3,38.1,29.0,39.3,42.7,51.1,62.4,72.7,81.9,86.4,84.8,77.3,65.9,55.2,43.8
"Keyport, NJ",40.4331631,-74.1995883,50.28,0.0,22.4,24.4,31.2,41.7,50.4,60.2,65.9,63.8,56.0,43.7,36.5,27.5,40.0,43.2,51.0,62.1,71.5,80.6,85.3,83.8,76.7,65.9,56.1,44.8
"Green Brook, NJ",40.5914863,-74.4807178,46.58,2.21,23.0,25.2,31.8,41.0,50.3,60.0,65.3,63.7,56.1,44.5,36.3,27.8,39.3,43.0,52.4,63.9,73.9,82.5,86.9,85.2,77.9,65.7,54.7,43.3
"Hoboken, NJ",40.7433066,-74.0323752,50.28,2.53,23.1,25.3,33.2,43.1,53.0,63.0,67.9,67.4,59.0,47.3,38.1,29.0,39.3,42.7,51.1,62.4,72.7,81.9,86.4,84.8,77.3,65.9,55.2,43.8
"Fogelsville, PA",40.5831514,-75.6326882,46.32,1.08,19.1,20.0,27.5,38.7,48.2,58.8,63.7,60.9,53.3,40.4,33.4,24.4,37.0,40.8,49.2,61.7,71.8,80.5,84.9,83.3,76.3,64.6,53.5,41.4
"Kalispell, MT",48.2022563,-114.3167117,19.82,5.22,16.4,18.2,25.1,31.2,38.5,44.5,48.0,46.5,38.4,29.4,24.0,15.8,31.2,36.0,45.6,56.1,65.1,72.0,81.4,81.4,69.9,54.9,39.6,29.7
"Whitehall, PA",40.657478049999995,-75.50746464724347,46.52,2.21,19.5,21.7,28.8,38.5,48.3,58.1,62.7,60.9,52.9,41.3,32.9,24.0,36.0,39.8,49.4,61.3,71.5,80.1,84.2,82.4,74.9,63.6,52.5,40.5
"Bridgewater, MA",41.9903787,-70.9750426,55.39,5.54,15.9,19.9,25.8,35.4,45.1,54.5,60.1,58.0,49.8,39.5,31.0,22.9,37.3,39.8,46.7,56.7,68.1,77.3,82.6,81.0,73.5,62.8,53.0,42.4
"Stewartsville, NJ",40.6937105,-75.1110074,46.32,1.08,19.1,20.0,27.5,38.7,48.2,58.8,63.7,60.9,53.3,40.4,33.4,24.4,37.0,40.8,49.2,61.7,71.8,80.5,84.9,83.3,76.3,64.6,53.5,41.4
"Quincy, MA",42.2528772,-71.0022705,55.39,5.54,20.2,22.8,28.9,37.8,47.1,56.7,62.3,61.3,53.8,43.0,35.2,26.0,37.3,40.2,47.1,57.7,67.9,76.8,82.0,80.0,72.6,62.4,52.6,42.2
"North Yarmouth, ME",43.8006354,-70.1867161,48.66,6.68,12.6,15.9,24.0,34.9,44.7,54.1,59.7,58.7,50.7,40.1,31.0,19.8,29.4,33.5,41.9,53.6,65.1,74.0,79.1,78.5,70.0,58.0,45.9,34.8
"Scarsdale, NY",40.9690798,-73.7635316,49.03,4.53,22.1,23.9,30.2,39.4,48.6,58.2,63.3,62.4,55.1,43.9,36.0,27.1,38.5,42.3,50.6,62.3,72.2,80.6,84.9,83.4,76.2,65.1,54.3,43.1
"Walnut Creek, CA",37.9020731,-122.0618702,26.74,0.0,41.0,43.8,46.4,48.9,52.9,56.4,57.9,58.5,57.0,52.6,45.8,40.9,56.8,62.1,66.5,71.5,77.3,83.4,88.0,87.3,85.3,77.0,65.2,56.8
"Glendora, NJ",39.841417,-75.06886038432836,49.32,0.78,21.9,23.8,30.8,39.7,49.2,59.4,64.5,63.0,55.6,43.3,35.0,26.5,40.4,43.3,51.4,62.6,72.5,81.5,85.9,84.2,77.3,65.7,55.3,44.6
"Marysville, WA",48.0517429,-122.1768209,47.27,0.24,34.4,34.1,37.2,41.0,46.1,51.1,54.4,54.0,48.6,42.4,37.6,33.2,48.0,50.7,54.9,59.7,65.2,69.9,74.6,75.5,70.0,60.7,52.1,46.0
"South Pasadena, CA",34.1133062,-118.1478291,22.97,0,47.6,48.6,50.3,52.9,56.6,60.3,64.2,64.9,63.4,58.0,51.4,46.9,68.1,69.6,72.4,76.0,79.1,83.6,89.4,91.1,89.2,82.2,73.9,67.1
"Elk Ridge, UT",40.0113439,-111.6768698,23.8,6.98,15.5,19.2,27.0,33.4,41.8,49.5,59.0,57.6,48.0,35.0,25.7,17.1,36.8,43.4,53.5,63.0,73.6,85.7,92.2,90.7,80.7,66.2,49.8,37.5
"Mississauga, AB",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fishersville, VA",38.1009639,-78.9697305,39.1,1.18,21.8,23.0,30.0,38.1,48.6,57.8,62.1,60.4,53.0,41.1,32.2,24.8,43.8,46.8,54.6,64.9,73.1,81.9,84.9,84.1,76.8,67.3,56.7,46.0
"Greely, ON",30.5704619,-91.1910716,62.59,0.0,36.2,39.7,43.9,49.9,57.8,66.5,74.3,73.7,66.8,54.4,42.5,35.2,69.3,72.2,78.6,87.1,96.0,104.6,105.7,103.4,99.6,89.9,77.4,68.2
"Loudonville, NY",42.7048009,-73.7548424,38.43,6.21,14.5,17.3,25.7,37.3,47.1,56.5,61.4,59.9,51.6,39.6,31.5,21.2,30.6,34.6,44.4,58.3,69.4,77.9,82.3,80.4,72.2,59.8,47.9,35.8
"Saratoga Springs, NY",43.0821793,-73.7853915,46.68,5.02,12.5,15.2,23.9,35.6,45.8,55.3,59.7,58.4,50.4,38.9,30.5,19.9,31.0,35.3,45.4,60.2,71.6,79.6,83.3,81.5,73.6,61.2,48.4,35.8
"Tarboro, NC",35.8968236,-77.5358049,46.21,0.05,28.7,31.0,37.9,46.2,56.1,65.6,69.9,68.5,61.7,49.4,39.3,31.7,50.5,53.9,62.0,71.1,78.7,86.1,89.2,87.7,82.0,72.8,63.5,53.9
"Newland, NC",36.0873484,-81.9273363,49.47,3.06,19.9,22.2,28.7,37.4,46.7,54.5,57.8,57.1,51.2,41.3,32.6,23.6,35.6,37.9,44.4,53.2,60.5,67.3,70.5,69.4,63.5,55.4,47.3,38.7
"Greensburg, PA",40.3014581,-79.5389289,49.24,10.68,19.9,20.9,27.6,36.4,46.2,55.6,59.6,58.1,49.7,39.1,32.5,24.1,37.0,40.0,49.3,61.6,70.0,78.5,82.2,80.7,74.3,63.0,52.2,40.7
"Mcdonald, PA",40.3709025,-80.2347814,34.83,2.82,21.1,23.0,30.0,40.2,49.3,58.4,62.8,61.5,54.0,42.9,34.7,25.3,35.7,39.3,49.2,61.7,70.8,79.1,82.5,81.4,74.3,62.6,51.2,39.4
"Billings, MT",45.7874957,-108.49607,14.77,21.93,15.6,18.8,25.7,33.9,42.7,51.0,56.8,54.6,45.0,34.8,24.4,15.5,40.6,45.2,54.2,63.0,72.1,80.6,89.4,88.7,77.9,64.5,49.4,39.2
"Okanogan, WA",48.361262,-119.5833869,10.84,2.19,20.6,23.4,30.5,36.7,44.3,51.4,57.3,56.9,47.5,36.2,27.9,19.6,33.0,40.3,52.5,63.4,72.0,79.6,88.1,87.9,77.7,61.7,43.9,31.9
"Iselin, NJ",40.569334999999995,-74.31511249016258,50.28,2.53,23.0,25.2,31.8,41.0,50.3,60.0,65.3,63.7,56.1,44.5,36.3,27.8,39.3,43.0,52.4,63.9,73.9,82.5,86.9,85.2,77.9,65.7,54.7,43.3
"Jewel Sumner, LA",30.8723169,-90.4665954,64.04,0.0,37.2,40.6,47.1,53.3,61.7,68.1,70.5,70.4,65.2,54.3,46.1,39.0,60.6,64.6,72.0,78.5,85.5,90.5,92.0,92.3,88.9,80.8,71.4,62.7
"Cranberry Township, PA",40.7099343,-80.1060506,38.49,2.82,20.0,21.2,28.1,38.6,49.5,58.8,63.4,61.6,54.6,42.2,33.4,24.6,36.6,40.3,49.7,62.3,71.4,79.6,82.9,82.1,75.3,63.7,52.2,40.2
"Baldwin, NY",40.6626725,-73.61030123947955,46.57,0.0,23.9,25.2,31.3,39.8,49.0,59.5,65.6,65.2,57.9,46.4,37.6,28.9,38.4,41.1,48.0,58.3,67.0,76.2,80.7,80.9,74.7,63.5,53.7,42.9
"Center Grove, IN",35.299803,-86.2269339,56.01,0.16,27.8,31.2,37.7,45.9,54.7,62.8,67.0,65.9,58.6,46.9,37.9,30.3,47.6,52.0,60.8,69.9,77.1,84.3,87.1,87.1,81.2,71.3,60.6,50.2
"Clear Lake City, TX",29.5552311,-95.1152088,54.36,0.0,43.4,47.0,52.6,58.6,67.0,72.2,73.4,73.4,69.0,59.8,51.8,44.7,61.9,65.3,71.0,76.9,83.2,88.2,90.7,90.7,86.9,79.8,71.6,64.0
"Celina, TX",33.3238976,-96.785342,37.64,0.06,29.6,33.2,41.4,48.2,59.1,67.1,70.8,69.8,61.6,50.0,40.4,30.8,53.3,57.4,65.5,74.0,80.7,88.4,93.4,94.3,86.5,76.7,65.0,54.5
"Apollo, PA",40.5814546,-79.5664333,40.25,2.95,19.6,21.2,27.6,37.7,47.1,56.1,60.5,58.9,51.9,41.0,33.3,24.1,36.5,39.8,49.1,62.0,71.3,79.6,83.3,82.6,75.6,63.9,52.4,40.4
"Coraopolis, PA",40.5184013,-80.1667247,37.49,2.91,21.1,23.0,30.0,40.2,49.3,58.4,62.8,61.5,54.0,42.9,34.7,25.3,35.7,39.3,49.2,61.7,70.8,79.1,82.5,81.4,74.3,62.6,51.2,39.4
"Homer Glen, IL",41.6000318,-87.9381112,39.62,1.98,15.8,19.7,29.5,39.6,49.9,59.6,64.1,62.7,54.6,43.0,32.7,20.0,30.6,35.5,47.8,60.8,71.1,80.2,84.0,82.0,75.6,62.9,48.5,34.7
"Moville, IA",42.488796,-96.07243,31.34,3.11,10.2,15.2,25.5,36.8,48.7,58.6,63.2,60.9,50.6,38.0,25.2,13.0,30.5,34.9,47.5,62.3,73.0,82.1,85.5,83.3,76.2,63.3,46.4,32.1
"Humboldt, IA",42.7756032,-94.1956133,35.63,3.72,8.4,13.3,24.5,36.2,48.2,58.4,62.9,60.5,50.7,38.6,25.3,12.9,25.0,29.7,42.5,58.1,69.0,78.1,82.0,78.8,72.5,59.9,42.8,28.2
"Forsyth, IL",34.235309,-84.1335644,53.04,0.06,28.3,30.7,37.2,45.2,53.9,63.0,66.3,66.4,58.6,47.6,38.5,31.0,50.1,54.1,62.4,70.9,77.6,84.3,87.6,87.3,80.9,71.8,62.6,52.3
"Marion, IA",41.3144108,-93.1010141,37.51,2.86,12.6,17.1,27.3,39.4,50.9,60.7,65.5,63.3,54.0,42.1,29.8,17.0,31.0,36.2,48.4,61.8,71.8,81.0,85.2,83.7,76.3,63.6,48.5,34.5
"St. Catharines, ON",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenwich, CT",41.0264862,-73.6284598,51.1,0.0,19.6,21.2,28.9,39.5,49.2,59.1,65.0,63.9,55.5,43.7,34.4,24.4,37.6,40.8,47.4,59.1,68.4,78.3,82.6,81.6,74.6,63.4,53.7,42.9
"Cypress, CA",33.8248235,-118.0399368,14.32,0.0,44.6,47.6,50.1,52.4,57.7,61.1,64.5,65.3,63.2,57.3,49.7,44.8,67.8,68.1,69.8,72.8,75.0,78.4,83.2,85.4,83.8,78.5,72.3,67.4
"Dupont, WA",47.0990689,-122.6375463,47.04,0.55,35.6,35.5,37.3,40.0,45.0,49.6,52.5,53.4,49.1,43.6,39.0,35.2,47.1,50.3,54.7,59.8,66.9,70.4,76.2,76.1,71.9,60.4,51.4,46.2
"Menlo Park, CA",37.4519671,-122.1779927,15.09,0.01,38.5,40.6,43.1,44.7,48.7,52.4,55.1,54.9,52.5,48.1,42.4,38.0,58.4,61.6,65.7,69.7,74.3,78.4,79.6,79.4,79.5,74.0,64.8,58.3
"Wenatchee, WA",47.4234599,-120.3103494,11.4,4.03,25.4,27.7,34.3,40.7,48.8,55.6,61.5,60.5,51.7,41.2,32.2,25.2,35.9,43.4,55.1,64.2,73.0,79.8,88.2,87.6,78.3,63.5,46.5,34.8
"Selah, WA",46.6540065,-120.5302727,8.03,2.11,21.6,23.6,28.0,33.4,41.7,47.5,52.7,50.9,42.8,32.5,25.2,19.9,39.9,47.3,57.1,64.3,73.3,80.7,88.9,88.0,79.0,65.8,49.4,36.5
"Hays, KS",38.8791783,-99.3267702,24.52,1.18,16.4,19.6,28.4,38.2,49.8,60.1,64.7,63.4,53.6,40.5,27.3,18.1,42.5,46.4,56.4,66.2,75.3,85.6,91.9,90.3,81.8,69.3,55.2,42.9
"Charleston, AR",38.3505995,-81.6332812,46.22,2.14,26.3,28.7,35.4,44.5,52.7,61.6,65.7,64.5,56.9,45.4,36.9,29.2,42.5,46.6,56.2,67.7,74.8,82.2,85.2,84.2,77.8,67.7,57.0,45.6
"Dumas, AR",33.8870477,-91.4917899,51.89,0.03,33.3,37.0,44.3,52.2,61.4,68.7,71.3,70.0,62.6,52.3,43.5,35.8,52.1,56.9,66.3,75.3,82.7,89.1,91.4,91.1,85.4,75.6,64.2,54.1
"Black Creek, WI",44.5195476,-88.3791735,31.08,5.3,8.3,11.9,22.2,34.6,44.8,54.7,59.6,57.8,48.9,38.7,27.4,14.6,25.1,29.4,40.3,54.5,66.9,76.3,80.7,78.6,70.7,57.4,42.5,29.1
"Midway, NC",35.9731455,-80.2175432803921,46.1,0.41,28.0,30.7,37.2,45.1,54.3,63.3,67.2,66.0,58.8,47.1,37.5,30.2,50.6,54.9,63.5,72.7,79.6,86.2,89.0,87.7,81.6,72.2,62.6,52.6
"Beltsville, MD",39.0299081,-76.9149547,47.27,1.36,23.7,26.1,33.5,42.5,52.4,62.3,66.9,65.5,57.7,45.1,36.3,27.9,42.2,45.4,53.8,64.9,74.4,83.6,87.7,86.1,79.0,67.7,57.3,46.0
"Hesston, KS",38.1385315,-97.4314857,47.38,0.92,20.7,24.7,33.6,44.2,56.1,65.6,70.6,68.2,58.8,46.3,33.9,23.3,41.9,47.8,57.5,67.9,77.4,87.4,93.4,91.6,82.8,69.8,55.8,43.1
"Lawrenceville, VA",36.7576469,-77.8469374,44.65,0.6,27.5,29.9,36.3,44.1,53.2,63.0,66.8,64.7,57.5,45.5,36.7,29.7,48.7,52.8,60.8,70.7,78.2,85.5,88.6,87.1,80.9,71.2,62.3,51.8
"North Brunswick, NJ",40.4143935,-74.3657016,46.87,2.21,21.8,23.6,30.5,40.2,49.7,60.0,64.9,63.5,55.1,42.9,35.5,27.1,39.2,42.4,50.5,61.7,71.7,80.8,85.6,83.9,77.3,66.0,55.4,44.1
"Maplewood, NJ",40.7312123,-74.2734808,49.88,4.53,18.3,20.3,28.0,38.1,47.3,57.3,62.4,60.7,52.7,40.2,32.4,23.6,39.1,42.3,50.6,62.4,72.7,81.7,86.3,84.9,77.8,66.2,55.1,43.9
"Skillman, NJ",40.4201055,-74.7146049,49.11,2.21,20.5,22.1,28.4,38.4,47.9,56.5,62.7,60.7,52.4,41.2,33.9,25.1,37.7,41.0,49.7,61.7,71.7,80.2,85.8,83.4,76.3,64.4,54.2,42.7
"Santa Cruz, CA",37.050096,-121.9905908,31.35,0.01,41.3,43.3,44.4,46.0,48.9,51.8,54.0,54.3,53.0,49.5,44.9,41.2,62.6,64.2,66.4,69.5,71.9,74.7,75.3,76.2,76.4,73.2,66.8,61.9
"Bothell, WA",47.7598697,-122.2068288,37.72,0.25,37.0,36.9,39.3,42.5,47.8,52.3,56.1,56.8,52.5,46.5,41.0,36.3,47.2,50.0,53.8,58.5,64.3,69.7,75.7,76.3,70.7,60.1,51.4,45.9
"Franklinton, LA",30.8471283,-90.153141,58.82,0.02,38.1,41.4,47.5,54.3,62.9,69.7,72.2,71.8,66.7,55.5,46.6,39.9,60.5,64.3,71.1,78.1,85.1,90.2,91.7,91.7,87.8,79.7,70.9,62.7
"Los Fresnos, TX",26.0714502,-97.4770792,28.97,0.03,52.4,55.0,60.2,67.0,73.6,77.3,77.9,77.2,75.1,68.5,61.3,53.5,69.4,71.8,77.2,82.4,87.1,91.1,92.7,92.9,89.6,84.8,78.5,70.5
"Osceola, IN",41.6650487,-86.075836,38.98,3.34,15.5,18.1,26.8,37.4,47.9,57.8,61.2,59.5,51.4,40.3,31.3,20.4,31.6,35.4,46.5,59.6,70.1,79.4,82.8,81.1,75.0,62.3,49.3,35.5
"Ripley, MS",34.7298181,-88.9506182,57.07,0.16,27.5,30.6,38.4,46.6,56.4,64.5,68.3,67.0,59.4,47.3,38.1,30.2,48.1,52.8,61.9,71.5,79.3,86.3,89.6,89.6,83.1,72.0,61.4,50.4
"Ridgeville, SC",33.0966193,-80.3152808,49.62,0.08,8.6,12.4,23.2,34.4,44.9,54.8,59.4,57.9,48.8,36.9,26.2,13.0,26.1,31.1,42.7,57.1,68.0,77.6,81.5,79.6,71.7,59.2,43.7,29.6
"Vaughan, ON",37.9014313,-87.6302941,48.79,0.99,27.3,30.4,38.9,48.1,57.6,66.7,70.5,69.2,61.4,49.9,40.7,30.4,44.4,50.4,60.9,72.4,80.8,88.9,91.5,91.4,85.3,74.1,60.3,47.5
"Kansas City, KS",39.1134562,-94.626497,43.67,1.71,22.4,26.3,35.8,46.6,57.1,66.7,72.0,70.2,60.5,48.9,36.6,25.6,39.5,44.6,56.2,66.7,75.9,85.0,90.1,88.6,80.0,67.8,54.2,41.8
"Calhoun Falls, SC",34.0923375,-82.5956875,45.4,0.02,30.7,33.5,39.5,47.3,56.5,65.8,69.7,68.8,61.3,49.5,39.9,32.7,53.5,57.6,65.6,74.1,81.6,88.2,91.6,90.0,84.1,74.3,65.2,55.8
"Rixey, AR",34.8159238,-92.1690359,50.69,0.31,32.7,36.3,44.3,52.8,61.6,69.3,72.8,72.0,64.5,54.1,43.9,35.0,49.5,54.3,63.6,72.8,80.3,88.2,92.1,92.0,84.4,73.4,61.7,51.2
"Pelion, SC",33.7625708,-81.2445502,47.17,0.05,30.5,33.2,39.3,46.5,55.6,64.2,68.0,66.9,60.0,48.2,38.9,31.7,54.9,59.3,67.2,75.0,82.0,87.5,89.7,88.2,83.4,74.8,66.0,57.0
"Cozad, NE",40.8595822,-99.9858546,23.66,2.05,14.9,18.0,26.4,35.8,47.9,57.3,62.8,60.9,50.5,37.6,25.0,15.4,38.4,42.3,52.5,63.1,72.3,82.4,88.0,85.8,77.0,64.0,49.6,38.8
"Albion, NE",41.6929347,-98.0012269,30.53,2.3,10.7,14.6,23.9,34.6,47.2,57.3,62.3,59.9,49.1,36.3,24.1,13.3,33.1,37.1,48.3,60.9,71.4,81.2,85.5,83.3,76.0,63.2,47.3,34.4
"Gretna, NE",41.1469269,-96.2390053,29.57,2.28,12.9,16.6,26.4,37.9,50.4,60.5,65.5,63.1,52.9,40.7,27.9,16.4,32.3,37.3,49.0,61.7,72.7,82.4,86.2,84.2,77.0,64.4,48.3,35.0
"Baldwin City, KS",38.775007,-95.1863603,39.89,1.06,19.3,22.9,32.3,43.0,54.2,63.6,68.4,66.0,56.5,45.1,33.0,22.1,39.6,45.4,55.8,65.9,75.0,83.5,89.0,88.3,80.1,68.5,54.5,41.5
"Wixom, MI",42.5247729,-83.5363339,32.8,5.73,14.8,16.2,23.7,35.5,45.5,55.6,59.5,58.2,50.5,39.6,30.2,19.7,30.1,33.3,43.7,57.2,68.0,77.1,81.3,79.2,71.8,59.3,46.7,33.9
"Coldspring, TX",30.592421,-95.1293818,54.24,0.0,38.2,40.8,47.3,54.5,63.2,69.1,71.4,71.0,66.0,56.5,47.6,39.6,60.6,64.5,71.2,77.5,84.2,89.7,92.4,93.9,89.0,81.2,71.2,62.6
"New Boston, TX",33.4598415,-94.4154787,52.05,0.16,31.5,35.4,41.6,50.1,59.3,66.5,69.9,68.6,61.3,50.9,42.1,33.7,55.3,59.5,67.8,76.9,82.7,89.2,93.4,94.2,87.3,77.1,65.9,56.1
"Kaplan, LA",29.997984,-92.2848515,49.8,0.02,31.0,34.2,41.3,48.6,58.2,66.1,69.6,68.5,61.0,49.4,40.9,33.4,54.3,58.4,67.2,75.0,82.1,88.6,91.7,92.2,86.5,76.6,65.7,55.8
